customer_id,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,churn
6140-QNRQQ,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
8963-JLGJT,Male,No,No,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,No
4307-KTUMW,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,Yes
1465-LNTLJ,Male,Yes,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),No
5440-FLBQG,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes
2135-DQWAQ,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,No
4056-QHXHZ,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No
7470-MCQTK,Female,No,Yes,No,No,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
7488-MXJIV,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
7401-JIXNM,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No
9339-FIIJL,Male,No,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
2027-FECZV,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
2672-DZUOY,Male,No,No,No,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
4706-DGAHW,Male,Yes,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No
3870-MQAMG,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,Yes
6670-MFRPK,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),No
6177-PEVRA,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),No
4800-CZMPC,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),Yes
4813-HQMGZ,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,No
7579-KKLOE,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No
7377-DMMRI,Male,No,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
8402-EIVQS,Male,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),No
4947-DSMXK,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
7245-NIIWQ,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
0002-ORFBO,Female,No,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,No
3324-OIRTO,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No
5414-OFQCB,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),No
4967-WPNCF,Male,No,No,No,No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
8552-OBVRU,Female,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
8499-BRXTD,Male,No,No,No,Yes,No,No,,,,,,,One year,No,Mailed check,No
9154-QDGTH,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No
8197-BFWVU,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
2577-GVSIL,Male,No,Yes,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No
9367-OIUXP,Male,No,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,No
6770-UAYGJ,Female,No,Yes,Yes,Yes,Yes,No,,,,,,,Two year,No,Mailed check,No
6463-HHXJR,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),No
7928-VJYAB,Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,No
1187-WILMM,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
9776-OJUZI,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
1306-RPWXZ,Female,No,No,Yes,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),No
8949-JTMAY,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
2774-LVQUS,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,Yes
3097-PYWXL,Female,No,Yes,Yes,Yes,No,No,,,,,,,Month-to-month,Yes,Electronic check,No
2266-SJNAT,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No
0869-PAPRP,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No
4238-JSSWH,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),No
2972-YDYUW,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,No
1104-FEJAM,Male,No,Yes,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,No
2809-ILCYT,Female,No,Yes,No,Yes,Yes,No,,,,,,,One year,Yes,Mailed check,No
5499-ECUTN,Female,No,Yes,No,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),No
4981-FLTMF,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No
9121-PHQSR,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No
3113-IWHLC,Male,No,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No
3211-ILJTT,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
4612-THJBS,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes
4277-BWBML,Male,No,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),No
4094-NSEDU,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
0234-TEVTT,Female,No,Yes,Yes,No,,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),No
4304-TSPVK,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
1552-AAGRX,Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),No
2637-FKFSY,Female,No,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No
9796-MVYXX,Female,Yes,No,No,No,,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,No
7874-ECPQJ,Female,No,No,Yes,Yes,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),No
0020-INWCK,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),No
7089-RKVSZ,Male,No,Yes,Yes,Yes,Yes,No,,,,,,,One year,No,Mailed check,No
2683-JXWQQ,Male,No,Yes,Yes,No,,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),No
9548-ZMVTX,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),No
8739-XNIKG,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No
9755-JHNMN,Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),No
3981-QSVQI,Male,No,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),No
2789-HQBOU,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No
9424-CMPOG,Male,No,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,No
5067-WJEUN,Male,No,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),No
3450-WXOAT,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
9251-WNSOD,Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,No
6974-DAFLI,Female,No,Yes,No,Yes,No,No,,,,,,,One year,No,Electronic check,No
2616-UUTFK,Male,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
7064-JHXCE,Male,No,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),No
5103-MHMHY,Female,No,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes
7989-AWGEH,Male,No,Yes,Yes,No,,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No
4373-VVHQL,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
4559-UWIHT,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,No
7268-IGMFD,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),No
1846-XWOQN,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
0235-KGSLC,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes
6650-BWFRT,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
9570-KYEUA,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No
6993-YGFJV,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
2712-SYWAY,Female,No,No,No,Yes,Yes,No,,,,,,,Month-to-month,Yes,Electronic check,No
0730-BGQGF,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No
5498-IBWPI,Female,No,Yes,Yes,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),No
9101-NTIXF,Male,No,No,No,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,No
0013-SMEOE,Female,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
9314-QDMDW,Male,No,No,No,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,No
9308-ANMVE,Male,No,No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No
2884-GBPFB,Female,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
3757-NJYBX,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes
3413-DHLPB,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
7649-PHJVR,Male,No,No,No,Yes,No,No,,,,,,,One year,No,Mailed check,No
6114-TCFID,Female,No,No,No,No,,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),No
3787-TRIAL,Male,No,Yes,Yes,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
2573-GYRUU,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No
5156-UMKOW,Female,No,No,Yes,No,,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,No
1247-QBVSH,Female,No,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,No
6734-GMPVK,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,No
9822-OAOVB,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No
6161-ERDGD,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,No
1226-JZNKR,Female,No,Yes,Yes,Yes,No,No,,,,,,,One year,No,Electronic check,No
7318-EIVKO,Male,No,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No
3771-PZOBW,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No
5136-KCKGI,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,Yes
8231-BSWXX,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),No
6486-LHTMA,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,No
4083-BFNYK,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),No
3722-WPXTK,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
7389-KBFIT,Female,No,Yes,Yes,No,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,No
7176-WIONM,Female,No,Yes,No,No,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
5141-ZUVBH,Female,No,No,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),No
1089-HDMKP,Male,Yes,No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,No
7623-HKYRK,Male,No,No,Yes,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,No
0310-SUCIN,Female,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No
5197-PYEPU,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),No
2929-ERCFZ,Female,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
7548-SEPYI,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
8835-VSDSE,Female,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
6619-RPLQZ,Female,No,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,No
3275-RHRNE,Male,No,Yes,Yes,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No
3503-TYDAY,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,No
6901-GOGZG,Male,No,No,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No
1623-NLDOT,Female,No,Yes,No,No,,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,Yes
7021-XSNYE,Male,No,Yes,Yes,No,,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No
9621-OUPYD,Female,No,Yes,No,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),No
9898-KZQDZ,Female,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
8982-NHAVY,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No
4307-KWMXE,Male,No,No,No,No,,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,No
0141-YEAYS,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
2450-ZKEED,Female,No,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),No
3694-DELSO,Male,No,Yes,Yes,No,,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),No
3893-JRNFS,Male,No,No,No,No,,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
9603-OAIHC,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
1133-KXCGE,Female,No,No,No,Yes,No,No,,,,,,,One year,No,Mailed check,No
5236-PERKL,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes
0142-GVYSN,Male,No,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Electronic check,No
1049-FYSYG,Female,No,Yes,No,No,,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),No
7854-FOKSF,Male,No,No,No,No,,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,Yes
2519-FAKOD,Male,No,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
8406-LNMHF,Male,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),No
1821-BUCWY,Male,No,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,No
8263-JQAIK,Male,Yes,No,No,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
0023-UYUPN,Female,Yes,Yes,No,Yes,Yes,No,,,,,,,One year,No,Electronic check,No
8314-DPQHL,Male,No,No,No,No,,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,No
1465-WCZVT,Female,No,Yes,Yes,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,No
9481-SFCQY,Female,No,No,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No
6360-SVNWV,Female,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
0567-GGCAC,Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,No
7089-IVVAZ,Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
8884-MRNSU,Male,No,Yes,Yes,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),No
2171-UDMFD,Male,No,Yes,Yes,Yes,No,No,,,,,,,Month-to-month,Yes,Credit card (automatic),No
9050-IKDZA,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,No
2205-YMZZJ,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
9802-CAQUT,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),No
1254-IZEYF,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
0187-WZNAB,Female,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No
9492-TOKRI,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes
1475-VWVDO,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,No
9221-OTIVJ,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
1357-MVDOZ,Male,No,Yes,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
7602-MVRMB,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
3325-FUYCG,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,Yes
5908-QMGOE,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
1197-BVMVG,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
5406-KGRMX,Female,No,No,No,Yes,Yes,No,,,,,,,Two year,No,Electronic check,No
8481-YYXWG,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,Yes
5968-HYJRZ,Male,No,Yes,Yes,Yes,Yes,No,,,,,,,Two year,No,Mailed check,No
5198-EFNBM,Male,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,No
7516-GMHUV,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),No
7140-ADSMJ,Male,No,No,No,Yes,No,No,,,,,,,Month-to-month,Yes,Credit card (automatic),No
2230-XTUWL,Female,No,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,No
7706-YLMQA,Female,No,No,No,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),No
2585-KTFRE,Male,No,No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
7994-UYIVZ,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
2609-IAICY,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
1740-CSDJP,Male,No,No,No,No,,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
7717-BICXI,Male,No,Yes,Yes,Yes,No,No,,,,,,,Two year,No,Mailed check,No
6559-RAKOZ,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,No
2636-OHFMN,Male,No,Yes,No,No,,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
4716-MRVEN,Female,No,No,No,Yes,No,No,,,,,,,One year,No,Mailed check,No
2143-LJULT,Female,No,Yes,No,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),No
1323-OOEPC,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
3200-MNQTF,Male,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),No
6164-HXUGH,Female,No,Yes,Yes,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,No
5630-IXDXV,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
0320-DWVTU,Female,No,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,No
9135-MGVPY,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No
1212-GLHMD,Male,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,No
7878-JGDKK,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
1088-AUUZZ,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),No
0397-GZBBC,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
6614-YWYSC,Male,Yes,Yes,No,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),No
9588-OZDMQ,Female,No,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
7641-EUYET,Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
6476-EPYZR,Male,No,Yes,Yes,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,No
9921-ZVRHG,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes
1174-FGIFN,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,No
6620-HVDUJ,Male,No,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No
4701-MLJPN,Male,No,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,Yes
1032-MAELW,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,No
7641-TQFHN,Male,No,No,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,No
1552-TKMXS,Female,No,Yes,No,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),No
9206-GVPEQ,Male,No,Yes,No,No,,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
